"","feature1","feature2","OrganizationIdentifier.x","OrganizationFormalName.x","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName.x","OrganizationIdentifier.y","OrganizationFormalName.y","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName.y","StName","Year","Month","Duplicated","dtec_condition","dt_Missing","u_Missing","Missing","ActivityMediaSubdivisionName2","ResultMeasure.MeasureUnitCode2","ProviderName.x2","ResultSampleFractionText2","ResultAnalyticalMethod.MethodName2"
"75","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800338","Sample-Routine","Water","Surface Water","2018-04-17","13:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","MM-54514A","","Rising stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-96-A1 Bag Sampler","","Dissolved",128,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-04-27","","",NA,"","2018-04-26","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",4,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"76","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800370","Sample-Routine","Water","Surface Water","2018-05-07","12:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","MM-54515A","","Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-96-A1 Bag Sampler","","Dissolved",77.4,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-05-16","","",NA,"","2018-05-14","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",5,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"77","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800408","Sample-Routine","Water","Surface Water","2018-05-17","13:50:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","MM-54517A","","Stable, normal stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-96-A1 Bag Sampler","","Dissolved",90.9,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-06-02","","",NA,"","2018-05-30","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",5,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"78","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800405","Sample-Routine","Water","Surface Water","2018-05-30","13:10:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","MM-54518A","","Stable, normal stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-96-A1 Bag Sampler","","Dissolved",1280,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-06-12","","",NA,"","2018-06-11","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",5,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"79","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800441","Sample-Routine","Water","Surface Water","2018-06-06","13:10:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","MM-54520A","","Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-96-A1 Bag Sampler","","Dissolved",621,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-06-20","","",NA,"","2018-06-18","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",6,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"80","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800597","Sample-Routine","Water","Surface Water","2018-07-12","11:50:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","MM-55040A","","Stable, normal stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-96-A1 Bag Sampler","","Dissolved",229,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-07-27","","",NA,"","2018-07-23","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",7,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"81","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800612","Sample-Routine","Water","Surface Water","2018-07-24","14:40:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","MM-55041A","","Stable, low stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-95 Teflon bottle","","Dissolved",150,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-08-08","","",NA,"","2018-08-06","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",7,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"82","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800625","Sample-Routine","Water","Surface Water","2018-07-31","14:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","MM-55042A","","Stable, normal stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-95 Teflon bottle","","Dissolved",246,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-08-15","","",NA,"","2018-08-14","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",7,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"83","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800641","Sample-Routine","Water","Surface Water","2018-08-08","13:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","MM-55043A","","Stable, low stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-95 Teflon bottle","","Dissolved",134,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-08-24","","",NA,"","2018-08-22","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",8,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"84","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800643","Sample-Routine","Water","Surface Water","2018-08-15","12:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","L-2290064 FA btl condition changed to improper preservation, JNV   Lab acidification lab code 3105 added, JNV    FA preserved by CMLawrence on 3/23/18 @ 9:05am, JNV","","Stable, normal stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-95 Teflon bottle","","Dissolved",145,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-08-27","","",NA,"","2018-08-27","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",8,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"85","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800775","Sample-Routine","Water","Surface Water","2018-08-29","11:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","","","Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-96-A1 Bag Sampler","","Dissolved",111,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-09-14","","",NA,"","2018-09-11","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",8,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"86","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800850","Sample-Routine","Water","Surface Water","2018-09-13","16:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","L-2610119 Don't send us your used acid vials","","Rising stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-96-A1 Bag Sampler","","Dissolved",77.3,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-09-28","","",NA,"","2018-09-27","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",9,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"87","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01900049","Sample-Routine","Water","Surface Water","2018-10-25","08:40:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","","","Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81","","Dissolved",256,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-11-10","","",NA,"","2018-11-07","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",10,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"88","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01900225","Sample-Routine","Water","Surface Water","2018-11-19","15:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US D-96-A1 Bag Sampler","","Dissolved",52.6,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-11-29","","",NA,"","2018-11-27","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",11,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"89","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01900243","Sample-Routine","Water","Surface Water","2018-12-13","15:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03374100","L-3520021 X = UAS not received. LC2625 deleted HM 2/7/19 LC 2629 deleted HM 2/7/19","","Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-96-A1 Bag Sampler","","Dissolved",43.6,"ng/l","","Preliminary","","Actual","",NA,NA,"","","The samples were stored frozen from the sampling date until the login date",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2019-02-01","see result comment","",NA,"","2019-01-30","NWIS","USGS-IN","USGS Indiana Water Science Center","WHITE RIVER AT HAZLETON, IN","Stream","",5120202,11305,"sq mi",NA,"",38.4897695,-87.5500227,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",12,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"90","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB32962.CHEM","Sample-Routine","Water","","2018-05-31","10:20:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2617","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",1.1,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-06-05","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WEL040-0003","River/Stream","Public Access Boat Ramp at US 50/SR 37, S of Bedford",5120208,NA,"",NA,"",38.8250318544,-86.5134813776,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,93,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",5,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"91","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33227.CHEM","Sample-Routine","Water","","2018-06-25","01:20:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2617","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",2,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-07-03","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WEL040-0003","River/Stream","Public Access Boat Ramp at US 50/SR 37, S of Bedford",5120208,NA,"",NA,"",38.8250318544,-86.5134813776,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,93,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",6,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"92","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33232.CHEM","Quality Control Sample-Field Replicate","Water","","2018-06-25","01:20:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2617","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",1.7,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-07-03","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WEL040-0003","River/Stream","Public Access Boat Ramp at US 50/SR 37, S of Bedford",5120208,NA,"",NA,"",38.8250318544,-86.5134813776,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,93,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",6,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"93","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33595.CHEM","Sample-Routine","Water","","2018-07-30","09:30:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2617","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.22,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-08-02","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WEL040-0003","River/Stream","Public Access Boat Ramp at US 50/SR 37, S of Bedford",5120208,NA,"",NA,"",38.8250318544,-86.5134813776,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,93,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",7,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"94","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB35447.CHEM","Sample-Routine","Water","","2018-11-07","01:00:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2617","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.32,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-11-13","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WEL040-0003","River/Stream","Public Access Boat Ramp at US 50/SR 37, S of Bedford",5120208,NA,"",NA,"",38.8250318544,-86.5134813776,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,93,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",11,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"95","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB35452.CHEM","Quality Control Sample-Field Replicate","Water","","2018-11-07","01:00:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2617","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.38,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-11-13","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WEL040-0003","River/Stream","Public Access Boat Ramp at US 50/SR 37, S of Bedford",5120208,NA,"",NA,"",38.8250318544,-86.5134813776,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,93,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",11,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
